country,year,income,life_expectancy,population,four_regions,eight_regions,six_regions
Cote d'Ivoire,2013,2880,58.1,22000000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,2013,20200,77.1,4280000,europe,europe_east,europe_central_asia
Cuba,2013,20000,78.7,11400000,americas,america_north,america
Cyprus,2013,29800,80.6,1140000,europe,europe_west,europe_central_asia
Czech Republic,2013,28400,78.3,10600000,europe,europe_east,europe_central_asia
Denmark,2013,44600,80.4,5640000,europe,europe_west,europe_central_asia
Djibouti,2013,2880,65.1,897000,africa,africa_north,middle_east_north_africa
Dominica,2013,10000,72.7,72400,americas,america_north,america
Dominican Republic,2013,11900,75.1,10300000,americas,america_north,america
Ecuador,2013,10700,77.5,15700000,americas,america_south,america
Egypt,2013,9810,71.5,89800000,africa,africa_north,middle_east_north_africa
El Salvador,2013,7640,74.6,6250000,americas,america_north,america
Equatorial Guinea,2013,32700,63.7,1080000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,2013,1160,62.6,4650000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,2013,26100,77.1,1320000,europe,europe_east,europe_central_asia
Ethiopia,2013,1330,63.9,94900000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,2013,7980,65.5,880000,asia,east_asia_pacific,east_asia_pacific
Finland,2013,39400,80.9,5440000,europe,europe_east,europe_central_asia
France,2013,37400,82,63900000,europe,europe_west,europe_central_asia
Gabon,2013,16500,64.6,1820000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,2013,1600,66.5,1860000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,2013,8250,73.3,4050000,europe,europe_east,europe_central_asia
Germany,2013,42900,80.5,81300000,europe,europe_west,europe_central_asia
Ghana,2013,3810,64.3,26300000,africa,africa_sub_saharan,sub_saharan_africa
Greece,2013,23700,80.8,11300000,europe,europe_west,europe_central_asia
Grenada,2013,11300,71.3,106000,americas,america_north,america
Guatemala,2013,7010,72.1,15600000,americas,america_north,america
Guinea,2013,1240,59.4,11500000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,2013,1400,57.2,1680000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,2013,6680,66.3,758000,americas,america_south,america
Haiti,2013,1630,62.5,10400000,americas,america_north,america
Honduras,2013,4180,72.2,8660000,americas,america_north,america
Hungary,2013,23000,75.5,9840000,europe,europe_east,europe_central_asia
Iceland,2013,41100,82.3,327000,europe,europe_west,europe_central_asia
India,2013,5070,67.4,1280000000,asia,asia_west,south_asia
Indonesia,2013,9640,70.8,252000000,asia,east_asia_pacific,east_asia_pacific
Iran,2013,16000,75,77400000,asia,asia_west,middle_east_north_africa
Iraq,2013,15100,67.7,33900000,asia,asia_west,middle_east_north_africa
Ireland,2013,45300,81,4680000,europe,europe_west,europe_central_asia
Israel,2013,31400,82,7820000,asia,asia_west,middle_east_north_africa
Italy,2013,34200,82.2,59700000,europe,europe_west,europe_central_asia
Jamaica,2013,8030,74.9,2850000,americas,america_north,america
Japan,2013,37100,83.4,128000000,asia,east_asia_pacific,east_asia_pacific
Jordan,2013,8760,76.5,8410000,asia,asia_west,middle_east_north_africa
Kazakhstan,2013,23000,70.5,17200000,asia,asia_west,europe_central_asia
Kenya,2013,2680,65.2,44800000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,2013,1830,61.2,109000,asia,east_asia_pacific,east_asia_pacific
Kuwait,2013,74100,79.7,3600000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,2013,3120,70.1,5680000,asia,asia_west,europe_central_asia
Lao,2013,4830,65.7,6490000,asia,east_asia_pacific,east_asia_pacific
Latvia,2013,21600,74.1,2040000,europe,europe_east,europe_central_asia
Lebanon,2013,14100,80,5280000,asia,asia_west,middle_east_north_africa
Lesotho,2013,2640,48.1,2120000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,2013,819,62.7,4290000,africa,africa_sub_saharan,sub_saharan_africa
Libya,2013,19900,76,6200000,africa,africa_north,middle_east_north_africa
Lithuania,2013,25100,74,3000000,europe,europe_east,europe_central_asia
Luxembourg,2013,91000,81.9,545000,europe,europe_west,europe_central_asia
"Macedonia, FYR",2013,11900,74.3,2080000,europe,europe_east,europe_central_asia
Madagascar,2013,1360,61.7,23000000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,2013,1060,57.5,16600000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,2013,23200,74.9,29700000,asia,east_asia_pacific,east_asia_pacific
Maldives,2013,11500,78.8,397000,asia,asia_west,south_asia
Mali,2013,1790,60.5,16500000,africa,africa_sub_saharan,sub_saharan_africa
Malta,2013,30100,81,423000,europe,europe_west,europe_central_asia
Marshall Islands,2013,3700,64.3,52800,asia,east_asia_pacific,east_asia_pacific
Mauritania,2013,3570,69.3,3950000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,2013,17600,74.2,1260000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,2013,16300,75.8,123000000,americas,america_north,america
"Micronesia, Fed. Sts.",2013,3300,65.6,104000,asia,east_asia_pacific,east_asia_pacific
Moldova,2013,4540,72.5,4070000,europe,europe_east,europe_central_asia
Monaco,2013,57900,NA,38000,europe,europe_west,europe_central_asia
Mongolia,2013,10700,67.6,2870000,asia,east_asia_pacific,east_asia_pacific
Montenegro,2013,14600,76.7,627000,europe,europe_east,europe_central_asia
Morocco,2013,7000,74.3,33800000,africa,africa_north,middle_east_north_africa
Mozambique,2013,1040,56.5,26400000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,2013,4460,68.5,51400000,asia,east_asia_pacific,east_asia_pacific
Namibia,2013,9260,62.7,2320000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,2013,10100,NA,10800,asia,east_asia_pacific,east_asia_pacific
Nepal,2013,2160,69.6,28000000,asia,asia_west,south_asia
Netherlands,2013,45200,81.3,16800000,europe,europe_west,europe_central_asia
New Zealand,2013,33800,81.5,4520000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,2013,4620,77.6,5950000,americas,america_north,america
Niger,2013,874,60.3,18400000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,2013,5480,62.5,172000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,2013,1390,70.4,25000000,asia,east_asia_pacific,east_asia_pacific
Norway,2013,62800,81.7,5080000,europe,europe_west,europe_central_asia
Oman,2013,41900,76.9,3710000,asia,asia_west,middle_east_north_africa
Pakistan,2013,4460,66.5,182000000,asia,asia_west,south_asia
Palau,2013,12800,NA,20900,asia,east_asia_pacific,east_asia_pacific
Palestine,2013,2730,72.1,4410000,asia,asia_west,middle_east_north_africa
Panama,2013,19100,78.2,3840000,americas,america_north,america
Papua New Guinea,2013,2470,59.8,7590000,asia,east_asia_pacific,east_asia_pacific
Paraguay,2013,8230,74.2,6470000,americas,america_south,america
Peru,2013,11400,78.9,30600000,americas,america_south,america
Philippines,2013,6310,69.4,98500000,asia,east_asia_pacific,east_asia_pacific
Poland,2013,23600,77,38300000,europe,europe_west,europe_central_asia
Portugal,2013,25700,80.5,10500000,europe,europe_west,europe_central_asia
Qatar,2013,123000,80.5,2250000,asia,asia_west,middle_east_north_africa
Romania,2013,19000,74.8,20100000,europe,europe_east,europe_central_asia
Russia,2013,25100,70.7,144000000,europe,europe_east,europe_central_asia
Rwanda,2013,1540,66.5,11100000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,2013,5490,71.6,191000,asia,east_asia_pacific,east_asia_pacific
San Marino,2013,39200,NA,32300,europe,europe_west,europe_central_asia
Sao Tome and Principe,2013,2790,69.7,187000,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,2013,49500,76.1,29900000,asia,asia_west,middle_east_north_africa
Senegal,2013,2190,65.1,14100000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,2013,13300,75.3,8920000,europe,europe_east,europe_central_asia
Seychelles,2013,24800,73.7,92800,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,2013,1660,57.4,6920000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,2013,78500,83.2,5360000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,2013,26600,76.5,5430000,europe,europe_east,europe_central_asia
Slovenia,2013,27600,80.3,2070000,europe,europe_east,europe_central_asia
Solomon Islands,2013,2030,62.4,564000,asia,east_asia_pacific,east_asia_pacific
Somalia,2013,619,56.6,13100000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,2013,12400,59.2,53800000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,2013,32500,80.9,50200000,asia,east_asia_pacific,east_asia_pacific
South Sudan,2013,1990,58.6,11200000,africa,africa_sub_saharan,sub_saharan_africa
Spain,2013,30700,82.6,46700000,europe,europe_west,europe_central_asia
Sri Lanka,2013,10200,76.6,20500000,asia,asia_west,south_asia
St. Kitts and Nevis,2013,22400,NA,53200,americas,america_north,america
St. Lucia,2013,10500,76.2,176000,americas,america_north,america
St. Vincent and the Grenadines,2013,10200,71.3,109000,americas,america_north,america
Sudan,2013,4180,67,36800000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,2013,15400,70.8,543000,americas,america_south,america
Swaziland,2013,7900,52,1270000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,2013,43500,81.9,9620000,europe,europe_west,europe_central_asia
Switzerland,2013,56300,82.7,8130000,europe,europe_west,europe_central_asia
Syria,2013,5000,69.1,19800000,asia,asia_west,middle_east_north_africa
Tajikistan,2013,2440,71.1,8180000,asia,asia_west,europe_central_asia
Tanzania,2013,2320,61.8,50600000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,2013,14800,77.3,68100000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,2013,2040,72.3,1180000,asia,east_asia_pacific,east_asia_pacific
Togo,2013,1280,60.9,7040000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,2013,4950,70.1,105000,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,2013,31900,72.9,1350000,americas,america_north,america
Tunisia,2013,10600,77.2,11000000,africa,africa_north,middle_east_north_africa
Turkey,2013,21700,78.4,75800000,europe,europe_east,europe_central_asia
Turkmenistan,2013,13200,69.2,5370000,asia,asia_west,europe_central_asia
Tuvalu,2013,3220,NA,10800,asia,east_asia_pacific,east_asia_pacific
Uganda,2013,1640,59.8,37600000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,2013,8340,71.3,45100000,europe,europe_east,europe_central_asia
United Arab Emirates,2013,62500,76.4,9010000,asia,asia_west,middle_east_north_africa
United Kingdom,2013,37100,80.7,64600000,europe,europe_west,europe_central_asia
United States,2013,51000,78.9,316000000,americas,america_north,america
Uruguay,2013,19300,76.7,3410000,americas,america_south,america
Uzbekistan,2013,5070,69.6,30000000,asia,asia_west,europe_central_asia
Vanuatu,2013,2890,63.5,253000,asia,east_asia_pacific,east_asia_pacific
Venezuela,2013,17700,75.4,30300000,americas,america_south,america
Vietnam,2013,5120,73.8,91500000,asia,east_asia_pacific,east_asia_pacific
Yemen,2013,3870,68.4,25600000,asia,asia_west,middle_east_north_africa
Zambia,2013,3580,55.7,15200000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,2013,1900,55.6,15100000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,2014,1780,57.8,32800000,asia,asia_west,south_asia
Albania,2014,10700,77.4,2920000,europe,europe_east,europe_central_asia
Algeria,2014,13500,77.1,39100000,africa,africa_north,middle_east_north_africa
Andorra,2014,44900,82.6,79200,europe,europe_west,europe_central_asia
Angola,2014,6260,63.3,26900000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,2014,19500,77.1,98900,americas,america_north,america
Argentina,2014,18800,76.4,43000000,americas,america_south,america
Armenia,2014,7970,75.4,2910000,europe,europe_east,europe_central_asia
Australia,2014,43400,82.6,23500000,asia,east_asia_pacific,east_asia_pacific
Austria,2014,44100,81.3,8630000,europe,europe_west,europe_central_asia
Azerbaijan,2014,16700,71.5,9500000,europe,europe_east,europe_central_asia
Bahamas,2014,22300,73.8,382000,americas,america_north,america
Bahrain,2014,44400,76.7,1340000,asia,asia_west,middle_east_north_africa
Bangladesh,2014,2970,72,159000000,asia,asia_west,south_asia
Barbados,2014,15300,76.7,283000,americas,america_north,america
Belarus,2014,17900,73,9480000,europe,europe_east,europe_central_asia
Belgium,2014,41400,80.9,11200000,europe,europe_west,europe_central_asia
Belize,2014,8050,71.8,352000,americas,america_north,america
Benin,2014,2000,63.4,10300000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,2014,7370,73.5,776000,asia,asia_west,south_asia
Bolivia,2014,6330,72.7,10600000,americas,america_south,america
Bosnia and Herzegovina,2014,10500,77.2,3570000,europe,europe_east,europe_central_asia
Botswana,2014,15900,63.7,2170000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,2014,15400,75,204000000,americas,america_south,america
Brunei,2014,76100,76.9,412000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,2014,16300,75,7220000,europe,europe_east,europe_central_asia
Burkina Faso,2014,1540,59.8,17600000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,2014,803,59.6,9890000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,2014,3120,68,15300000,asia,east_asia_pacific,east_asia_pacific
Cameroon,2014,2900,59.2,22200000,africa,africa_sub_saharan,sub_saharan_africa
Canada,2014,42900,81.8,35600000,americas,america_north,america
Cape Verde,2014,5930,73.3,526000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,2014,602,48.4,4520000,africa,africa_sub_saharan,sub_saharan_africa
Chad,2014,2080,58.7,13600000,africa,africa_sub_saharan,sub_saharan_africa
Chile,2014,22200,80,17600000,americas,america_south,america
China,2014,12800,75.9,1390000000,asia,east_asia_pacific,east_asia_pacific
Colombia,2014,12700,77.9,47800000,americas,america_south,america
Comoros,2014,1430,67,759000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Dem. Rep.",2014,726,60.1,73700000,africa,africa_sub_saharan,sub_saharan_africa
"Congo, Rep.",2014,5540,62.4,4870000,africa,africa_sub_saharan,sub_saharan_africa
Costa Rica,2014,14400,80.8,4760000,americas,america_north,america
Cote d'Ivoire,2014,3060,58.6,22500000,africa,africa_sub_saharan,sub_saharan_africa
Croatia,2014,20100,77.3,4260000,europe,europe_east,europe_central_asia
Cuba,2014,20000,78.8,11400000,americas,america_north,america
Cyprus,2014,29700,80.5,1150000,europe,europe_west,europe_central_asia
Czech Republic,2014,29100,78.6,10600000,europe,europe_east,europe_central_asia
Denmark,2014,45100,80.7,5660000,europe,europe_west,europe_central_asia
Djibouti,2014,3000,65.6,912000,africa,africa_north,middle_east_north_africa
Dominica,2014,10400,72.7,72800,americas,america_north,america
Dominican Republic,2014,12600,75.3,10400000,americas,america_north,america
Ecuador,2014,10900,77.8,15900000,americas,america_south,america
Egypt,2014,9880,71.8,91800000,africa,africa_north,middle_east_north_africa
El Salvador,2014,7710,74.8,6280000,americas,america_north,america
Equatorial Guinea,2014,31200,64.7,1130000,africa,africa_sub_saharan,sub_saharan_africa
Eritrea,2014,1200,63,4750000,africa,africa_sub_saharan,sub_saharan_africa
Estonia,2014,27000,77.1,1320000,europe,europe_east,europe_central_asia
Ethiopia,2014,1430,64.6,97400000,africa,africa_sub_saharan,sub_saharan_africa
Fiji,2014,8350,65.5,886000,asia,east_asia_pacific,east_asia_pacific
Finland,2014,39000,81.2,5460000,europe,europe_east,europe_central_asia
France,2014,37500,82.2,64200000,europe,europe_west,europe_central_asia
Gabon,2014,16700,65.3,1880000,africa,africa_sub_saharan,sub_saharan_africa
Gambia,2014,1560,66.7,1920000,africa,africa_sub_saharan,sub_saharan_africa
Georgia,2014,8750,73.5,3990000,europe,europe_east,europe_central_asia
Germany,2014,43400,80.8,81500000,europe,europe_west,europe_central_asia
Ghana,2014,3870,64.9,27000000,africa,africa_sub_saharan,sub_saharan_africa
Greece,2014,24000,80.9,11300000,europe,europe_west,europe_central_asia
Grenada,2014,12000,71.3,106000,americas,america_north,america
Guatemala,2014,7150,72.3,15900000,americas,america_north,america
Guinea,2014,1210,59.2,11800000,africa,africa_sub_saharan,sub_saharan_africa
Guinea-Bissau,2014,1390,57.6,1730000,africa,africa_sub_saharan,sub_saharan_africa
Guyana,2014,6890,66.7,763000,americas,america_south,america
Haiti,2014,1650,63.3,10600000,americas,america_north,america
Honduras,2014,4230,72.3,8810000,americas,america_north,america
Hungary,2014,24000,75.6,9810000,europe,europe_east,europe_central_asia
Iceland,2014,41400,82.2,328000,europe,europe_west,europe_central_asia
India,2014,5390,67.8,1290000000,asia,asia_west,south_asia
Indonesia,2014,10000,71.1,255000000,asia,east_asia_pacific,east_asia_pacific
Iran,2014,16500,75.3,78400000,asia,asia_west,middle_east_north_africa
Iraq,2014,14700,67.1,35000000,asia,asia_west,middle_east_north_africa
Ireland,2014,48900,81.1,4690000,europe,europe_west,europe_central_asia
Israel,2014,31800,81.4,7940000,asia,asia_west,middle_east_north_africa
Italy,2014,33900,82.2,59600000,europe,europe_west,europe_central_asia
Jamaica,2014,8050,74.9,2860000,americas,america_north,america
Japan,2014,37300,83.6,128000000,asia,east_asia_pacific,east_asia_pacific
Jordan,2014,8620,76.6,8810000,asia,asia_west,middle_east_north_africa
Kazakhstan,2014,23600,71.2,17500000,asia,asia_west,europe_central_asia
Kenya,2014,2750,65.8,46000000,africa,africa_sub_saharan,sub_saharan_africa
Kiribati,2014,1840,61.4,110000,asia,east_asia_pacific,east_asia_pacific
Kuwait,2014,70800,79.9,3780000,asia,asia_west,middle_east_north_africa
Kyrgyz Republic,2014,3180,70.7,5770000,asia,asia_west,europe_central_asia
Lao,2014,5130,66.3,6580000,asia,east_asia_pacific,east_asia_pacific
Latvia,2014,22300,74.6,2020000,europe,europe_east,europe_central_asia
Lebanon,2014,13500,80,5600000,asia,asia_west,middle_east_north_africa
Lesotho,2014,2660,48.6,2150000,africa,africa_sub_saharan,sub_saharan_africa
Liberia,2014,805,59.4,4390000,africa,africa_sub_saharan,sub_saharan_africa
Libya,2014,15100,74.4,6200000,africa,africa_north,middle_east_north_africa
Lithuania,2014,26300,74.7,2960000,europe,europe_east,europe_central_asia
Luxembourg,2014,93800,81.9,556000,europe,europe_west,europe_central_asia
"Macedonia, FYR",2014,12300,74.4,2080000,europe,europe_east,europe_central_asia
Madagascar,2014,1370,62,23600000,africa,africa_sub_saharan,sub_saharan_africa
Malawi,2014,1090,58.5,17100000,africa,africa_sub_saharan,sub_saharan_africa
Malaysia,2014,24200,75.1,30200000,asia,east_asia_pacific,east_asia_pacific
Maldives,2014,11900,79,408000,asia,asia_west,south_asia
Mali,2014,1870,60.9,17000000,africa,africa_sub_saharan,sub_saharan_africa
Malta,2014,32300,81.2,426000,europe,europe_west,europe_central_asia
Marshall Islands,2014,3660,64.5,52900,asia,east_asia_pacific,east_asia_pacific
Mauritania,2014,3660,69.6,4060000,africa,africa_sub_saharan,sub_saharan_africa
Mauritius,2014,18300,74.3,1260000,africa,africa_sub_saharan,sub_saharan_africa
Mexico,2014,16500,75.9,124000000,americas,america_north,america
"Micronesia, Fed. Sts.",2014,3180,65.5,104000,asia,east_asia_pacific,east_asia_pacific
Moldova,2014,4760,72.2,4070000,europe,europe_east,europe_central_asia
Monaco,2014,58300,NA,38100,europe,europe_west,europe_central_asia
Mongolia,2014,11300,68,2920000,asia,east_asia_pacific,east_asia_pacific
Montenegro,2014,14800,76.8,628000,europe,europe_east,europe_central_asia
Morocco,2014,7070,74.6,34300000,africa,africa_north,middle_east_north_africa
Mozambique,2014,1080,57.9,27200000,africa,africa_sub_saharan,sub_saharan_africa
Myanmar,2014,4770,69.1,51900000,asia,east_asia_pacific,east_asia_pacific
Namibia,2014,9630,63.7,2370000,africa,africa_sub_saharan,sub_saharan_africa
Nauru,2014,12600,NA,11100,asia,east_asia_pacific,east_asia_pacific
Nepal,2014,2270,70,28300000,asia,asia_west,south_asia
Netherlands,2014,45700,81.5,16900000,europe,europe_west,europe_central_asia
New Zealand,2014,34500,81.5,4570000,asia,east_asia_pacific,east_asia_pacific
Nicaragua,2014,4790,77.8,6010000,americas,america_north,america
Niger,2014,900,60.8,19100000,africa,africa_sub_saharan,sub_saharan_africa
Nigeria,2014,5670,63,176000000,africa,africa_sub_saharan,sub_saharan_africa
North Korea,2014,1390,70.5,25100000,asia,east_asia_pacific,east_asia_pacific
Norway,2014,63300,82,5140000,europe,europe_west,europe_central_asia
Oman,2014,40300,77.2,3960000,asia,asia_west,middle_east_north_africa
Pakistan,2014,4580,66.9,186000000,asia,asia_west,south_asia
Palau,2014,13300,NA,21100,asia,east_asia_pacific,east_asia_pacific
Palestine,2014,2640,70.7,4540000,asia,asia_west,middle_east_north_africa
Panama,2014,19900,78.4,3900000,americas,america_north,america
Papua New Guinea,2014,2620,60.1,7760000,asia,east_asia_pacific,east_asia_pacific
Paraguay,2014,8500,74.2,6550000,americas,america_south,america
Peru,2014,11500,79.3,31000000,americas,america_south,america
Philippines,2014,6590,69.8,100000000,asia,east_asia_pacific,east_asia_pacific
Poland,2014,24300,77.5,38300000,europe,europe_west,europe_central_asia
Portugal,2014,26000,80.7,10500000,europe,europe_west,europe_central_asia
Qatar,2014,121000,80.5,2370000,asia,asia_west,middle_east_north_africa
Romania,2014,19700,74.8,20000000,europe,europe_east,europe_central_asia
Russia,2014,24900,70.8,144000000,europe,europe_east,europe_central_asia
Rwanda,2014,1620,66.9,11300000,africa,africa_sub_saharan,sub_saharan_africa
Samoa,2014,5510,71.6,192000,asia,east_asia_pacific,east_asia_pacific
San Marino,2014,39100,NA,32700,europe,europe_west,europe_central_asia
Sao Tome and Principe,2014,2890,70,191000,africa,africa_sub_saharan,sub_saharan_africa
Saudi Arabia,2014,50000,76.6,30800000,asia,asia_west,middle_east_north_africa
Senegal,2014,2220,65.5,14500000,africa,africa_sub_saharan,sub_saharan_africa
Serbia,2014,13100,75.5,8880000,europe,europe_east,europe_central_asia
Seychelles,2014,25200,73.6,93300,africa,africa_sub_saharan,sub_saharan_africa
Sierra Leone,2014,1690,53.9,7080000,africa,africa_sub_saharan,sub_saharan_africa
Singapore,2014,80300,83.4,5450000,asia,east_asia_pacific,east_asia_pacific
Slovak Republic,2014,27200,76.7,5430000,europe,europe_east,europe_central_asia
Slovenia,2014,28500,80.7,2070000,europe,europe_east,europe_central_asia
Solomon Islands,2014,2020,62.4,576000,asia,east_asia_pacific,east_asia_pacific
Somalia,2014,621,56.9,13500000,africa,africa_sub_saharan,sub_saharan_africa
South Africa,2014,12500,60.6,54500000,africa,africa_sub_saharan,sub_saharan_africa
South Korea,2014,33400,80.9,50400000,asia,east_asia_pacific,east_asia_pacific
South Sudan,2014,1990,58.7,11500000,africa,africa_sub_saharan,sub_saharan_africa
Spain,2014,31200,82.8,46500000,europe,europe_west,europe_central_asia
Sri Lanka,2014,10700,76.9,20600000,asia,asia_west,south_asia
St. Kitts and Nevis,2014,23500,NA,53700,americas,america_north,america
St. Lucia,2014,10500,76.1,176000,americas,america_north,america
St. Vincent and the Grenadines,2014,10300,71.5,109000,americas,america_north,america
Sudan,2014,4190,67.6,37700000,africa,africa_sub_saharan,sub_saharan_africa
Suriname,2014,15300,71,548000,americas,america_south,america
Swaziland,2014,8080,53.8,1300000,africa,africa_sub_saharan,sub_saharan_africa
Sweden,2014,44200,82.1,9690000,europe,europe_west,europe_central_asia
Switzerland,2014,56700,83,8230000,europe,europe_west,europe_central_asia
Syria,2014,4300,67.2,19200000,asia,asia_west,middle_east_north_africa
Tajikistan,2014,2550,71.4,8360000,asia,asia_west,europe_central_asia
Tanzania,2014,2400,62.6,52200000,africa,africa_sub_saharan,sub_saharan_africa
Thailand,2014,14900,77.5,68400000,asia,east_asia_pacific,east_asia_pacific
Timor-Leste,2014,2110,72.5,1210000,asia,east_asia_pacific,east_asia_pacific
Togo,2014,1320,61.5,7230000,africa,africa_sub_saharan,sub_saharan_africa
Tonga,2014,5030,70.2,106000,asia,east_asia_pacific,east_asia_pacific
Trinidad and Tobago,2014,31600,73,1350000,americas,america_north,america
Tunisia,2014,10800,77.3,11100000,africa,africa_north,middle_east_north_africa
Turkey,2014,22400,78.8,77000000,europe,europe_east,europe_central_asia
Turkmenistan,2014,14300,69.6,5470000,asia,asia_west,europe_central_asia
Tuvalu,2014,3270,NA,10900,asia,east_asia_pacific,east_asia_pacific
Uganda,2014,1670,60.8,38800000,africa,africa_sub_saharan,sub_saharan_africa
Ukraine,2014,8240,71.7,44900000,europe,europe_east,europe_central_asia
United Arab Emirates,2014,64100,76.4,9070000,asia,asia_west,middle_east_north_africa
United Kingdom,2014,38000,80.8,65000000,europe,europe_west,europe_central_asia
United States,2014,51800,78.9,318000000,americas,america_north,america
Uruguay,2014,19800,77,3420000,americas,america_south,america
Uzbekistan,2014,5370,69.8,30500000,asia,asia_west,europe_central_asia
Vanuatu,2014,2890,63.5,259000,asia,east_asia_pacific,east_asia_pacific
Venezuela,2014,16700,75.5,30700000,americas,america_south,america
Vietnam,2014,5370,74.1,92500000,asia,east_asia_pacific,east_asia_pacific
Yemen,2014,3770,68.4,26200000,asia,asia_west,middle_east_north_africa
Zambia,2014,3630,57,15600000,africa,africa_sub_saharan,sub_saharan_africa
Zimbabwe,2014,1910,57,15400000,africa,africa_sub_saharan,sub_saharan_africa
Afghanistan,2015,1750,57.9,33700000,asia,asia_west,south_asia
Albania,2015,11000,77.6,2920000,europe,europe_east,europe_central_asia
Algeria,2015,13700,77.3,39900000,africa,africa_north,middle_east_north_africa
Andorra,2015,46600,82.5,78000,europe,europe_west,europe_central_asia
Angola,2015,6230,64,27900000,africa,africa_sub_saharan,sub_saharan_africa
Antigua and Barbuda,2015,20100,77.2,99900,americas,america_north,america
Argentina,2015,19100,76.5,43400000,americas,america_south,america
Armenia,2015,8180,75.4,2920000,europe,europe_east,europe_central_asia
Australia,2015,43800,82.6,23800000,asia,east_asia_pacific,east_asia_pacific
Austria,2015,44100,81.4,8680000,europe,europe_west,europe_central_asia
Azerbaijan,2015,16700,71.8,9620000,europe,europe_east,europe_central_asia
Bahamas,2015,21700,73.6,387000,americas,america_north,america
Bahrain,2015,44500,76.8,1370000,asia,asia_west,middle_east_north_africa
Bangladesh,2015,3130,72.4,161000000,asia,asia_west,south_asia
Barbados,2015,15400,76.6,284000,americas,america_north,america
Belarus,2015,17200,73.3,9490000,europe,europe_east,europe_central_asia
Belgium,2015,41700,80.9,11300000,europe,europe_west,europe_central_asia
Belize,2015,8060,71.9,359000,americas,america_north,america
Benin,2015,1990,63.9,10600000,africa,africa_sub_saharan,sub_saharan_africa
Bhutan,2015,7740,73.8,787000,asia,asia_west,south_asia
Bolivia,2015,6530,73,10700000,americas,america_south,america
Bosnia and Herzegovina,2015,10900,77.4,3540000,europe,europe_east,europe_central_asia
Botswana,2015,15400,64.6,2210000,africa,africa_sub_saharan,sub_saharan_africa
Brazil,2015,14700,75.2,206000000,americas,america_south,america
Brunei,2015,74600,76.9,418000,asia,east_asia_pacific,east_asia_pacific
Bulgaria,2015,17000,75,7180000,europe,europe_east,europe_central_asia
Burkina Faso,2015,1550,60.3,18100000,africa,africa_sub_saharan,sub_saharan_africa
Burundi,2015,749,60,10200000,africa,africa_sub_saharan,sub_saharan_africa
Cambodia,2015,3290,68.3,15500000,asia,east_asia_pacific,east_asia_pacific
Cameroon,2015,2990,59.7,22800000,africa,africa_sub_saharan,sub_saharan_africa
Canada,2015,43000,81.7,35900000,americas,america_north,america
Cape Verde,2015,5920,73.4,533000,africa,africa_sub_saharan,sub_saharan_africa
Central African Republic,2015,626,49.7,4550000,africa,africa_sub_saharan,sub_saharan_africa
Chad,2015,2050,59.2,14000000,africa,africa_sub_saharan,sub_saharan_africa
